,Vocals,"Vocal, Male",PW 15%,-1,,,100.00%,0.0,PW 25%,,,,,90.00%,-4.3,TRUE,FALSE,FALSE,,Pitch,Triangle,2.4,,20 cents,FALSE,,FALSE,Multi,"2,000",67.00%,"1,200",59.00%,0.00%,0.00%,,,,,0.32,max,100.00%,0.93
,Vocals,Whistling,Triangle,2,,,100.00%,0.0,None,,,,,0.00%,-40.0,FALSE,FALSE,FALSE,,Pitch,Triangle,7,,12 cents,FALSE,,FALSE,2,500,46.00%,200,33.00%,0.00%,40.00%,0.04,max,100.00%,max,0.03,max,100.00%,0.35
,Woodwinds,Bagpipes,Sawtooth,,,,100.00%,0.0,Square,C3,,,,75.00%,-11.0,FALSE,FALSE,FALSE,,None,None,,,,TRUE,0.04,FALSE,Multi,"20,000",100.00%,"20,000",100.00%,0.00%,0.00%,,,,,0.02,max,100.00%,0.85
,Woodwinds,Bass Clarinet,Square,,,,100.00%,0.0,PW 5%,,,,,100.00%,0.0,TRUE,FALSE,FALSE,,Pitch,Triangle,7.5,,5 cents,FALSE,,FALSE,Multi,40,10.00%,40,10.00%,0.00%,65.00%,0.09,max,100.00%,0.23,0,max,100.00%,0.23
,Woodwinds,Bassoon,PW 10%,,,,100.00%,0.0,Square,,1,,,100.00%,0.0,TRUE,FALSE,FALSE,,Amplitude,Triangle,7.5,5.00%,,FALSE,,FALSE,Multi,40,10.00%,40,10.00%,0.00%,60.00%,0.16,1.13,83.00%,0.28,0,max,100.00%,max
,Woodwinds,Clarinet,PW 45%,,,,100.00%,0.0,None,,,,,,,TRUE,FALSE,FALSE,,Pitch,Sine,7.5,,1 cent,FALSE,,FALSE,Multi,40,10.00%,40,10.00%,0.00%,55.00%,0.15,max,100.00%,max,0,max,100.00%,0.32
,Woodwinds,Conch Shell,Triangle,,,,100.00%,0.0,Sawtooth,,,,,65.00%,-14.1,TRUE,FALSE,FALSE,,Amplitude,Triangle,2,5.00%,,TRUE,0.012,FALSE,Mono,"1,000",56.00%,400,43.00%,0.00%,55.00%,0.11,0.07,80.00%,0.13,0.11,max,100.00%,0.13
,Woodwinds,Contrabassoon,PW 10%,-1,,,100.00%,0.0,Triangle,,1,,,100.00%,0.0,TRUE,FALSE,FALSE,,Amplitude,Triangle,7.5,5.00%,,FALSE,,FALSE,Multi,40,10.00%,40,10.00%,0.00%,60.00%,0.09,1.13,83.00%,0.28,0,max,100.00%,0.29
,Woodwinds,Didgeridoo,Square,-1,,,100.00%,0.0,PW 25%,,,9,,100.00%,0.0,TRUE,TRUE,FALSE,,Filter Cutoff,Triangle,1,10.00%,,TRUE,0.25,FALSE,Mono,"1,500",62.00%,800,53.00%,80.00%,0.00%,,,,,0.03,max,100.00%,0.5
,Woodwinds,English Horn,PW 15%,,,,100.00%,0.0,Triangle,,1,,,30.00%,-28.6,TRUE,FALSE,FALSE,,Pitch,Triangle,7.5,,3 cents,FALSE,,FALSE,Multi,40,10.00%,40,10.00%,0.00%,60.00%,0.07,max,100.00%,max,0,max,100.00%,0.37
,Woodwinds,Flute,PW 25%,,,,100.00%,0.0,None,,,,,,,,,FALSE,,Amplitude,Triangle,3.5,7.00%,,TRUE,0.015,FALSE,Multi,40,10.00%,40,10.00%,0.00%,60.00%,0.11,max,100.00%,0.28,0.11,max,100.00%,0.28
,Woodwinds,Oboe,PW 20%,,,,100.00%,0.0,PW 5%,,,,,100.00%,0.0,TRUE,FALSE,FALSE,,Pitch,Sine,7.5,,1,FALSE,,FALSE,Multi,40,10.00%,40,10.00%,25.00%,60.00%,0.15,max,100.00%,max,0,max,100.00%,0.14
,Woodwinds,Piccolo,Sawtooth,,,,80.00%,-9.0,Triangle,,1,,,100.00%,0.0,TRUE,FALSE,FALSE,,Amplitude,Triangle,5,5.00%,,TRUE,0.01,FALSE,Multi,40,10.00%,40,10.00%,50.00%,60.00%,0.11,max,100.00%,0.28,0.11,max,100.00%,0.28
